31/12/1997;63.42
30/11/1997;64.16
31/10/1997;65.56
30/09/1997;65.11
31/08/1997;65.66
31/07/1997;62.43
30/06/1997;65.16
31/05/1997;68.76
30/04/1997;70.79
31/03/1997;70.61
28/02/1997;68.39
31/01/1997;68.09
31/12/1996;67.58
30/11/1996;67.44
31/10/1996;71.13
30/09/1996;75.29
31/08/1996;85.83
31/07/1996;91.06
30/06/1996;94.34
31/05/1996;99.95
30/04/1996;95.33
31/03/1996;86.88
29/02/1996;85.73
31/01/1996;83.32
31/12/1995;82.72
30/11/1995;80.46
31/10/1995;80.17
30/09/1995;75.91
31/08/1995;72.64
31/07/1995;74.01
30/06/1995;69.14
31/05/1995;64.91
30/04/1995;62.65
31/03/1995;62.17
28/02/1995;62.51
31/01/1995;62.87
31/12/1994;62.71
30/11/1994;61.14
31/10/1994;61.65
30/09/1994;60.19
31/08/1994;57.5
31/07/1994;56.01
30/06/1994;60.09
31/05/1994;61.99
30/04/1994;62.42
31/03/1994;64.15
28/02/1994;66.8
31/01/1994;68.6
31/12/1993;68.86
30/11/1993;66.72
31/10/1993;61.43
30/09/1993;58.44
31/08/1993;56.55
31/07/1993;55.79
30/06/1993;52.84
31/05/1993;55.37
30/04/1993;57.33
31/03/1993;57.77
28/02/1993;58.05
31/01/1993;59.05
31/12/1992;58.52
30/11/1992;58.79
31/10/1992;58.19
30/09/1992;58.31
31/08/1992;56.09
31/07/1992;58.54
30/06/1992;61.81
31/05/1992;61.99
30/04/1992;62.97
31/03/1992;65.87
29/02/1992;66.45
31/01/1992;63.95
31/12/1991;62.68
30/11/1991;60.75
31/10/1991;60.57
30/09/1991;58.82
31/08/1991;58.26
31/07/1991;55.74
30/06/1991;56.54
31/05/1991;57.18
30/04/1991;57.61
31/03/1991;57.26
28/02/1991;55.25
31/01/1991;53.71
31/12/1990;52.57
30/11/1990;52.43
31/10/1990;52.8
30/09/1990;52.48
31/08/1990;55.68
31/07/1990;57.86
30/06/1990;60.71
31/05/1990;61.98
30/04/1990;62.82
31/03/1990;61.26
28/02/1990;62.22
31/01/1990;64.14
